SNR,window,p,MD_x,FAR_x
0.0,50,0.5,0.0005,0.391
0.0,50,0.5,0.0012,0.2662
0.0,50,0.5,0.002,0.2505
0.0,50,0.5,0.0011,0.4128
0.0,50,0.5,0.0006,0.2601
0.0,50,0.5,0.0006,0.3632
0.0,50,0.5,0.0006,0.3303
0.0,50,0.5,0.0012,0.3145
0.0,50,0.5,0.0007,0.343
0.0,50,0.5,0.0013,0.3198
0.0,50,0.5,0.0013,0.2638
0.0,50,0.5,0.0009,0.3049
0.0,50,0.5,0.0007,0.3469
0.0,50,0.5,0.0009,0.3719
0.0,50,0.5,0.0007,0.3147
0.0,50,0.5,0.0015,0.3267
0.0,50,0.5,0.0008,0.3924
0.0,50,0.5,0.0008,0.3653
0.0,50,0.5,0.001,0.3663
0.0,50,0.5,0.0009,0.3155
0.0,50,0.5,0.0013,0.3168
0.0,50,0.5,0.0014,0.3433
0.0,50,0.5,0.0009,0.3382
0.0,50,0.5,0.0013,0.3064
0.0,50,0.5,0.0013,0.3817
0.0,50,0.5,0.0004,0.2643
0.0,50,0.5,0.0017,0.3574
0.0,50,0.5,0.0005,0.3967
0.0,50,0.5,0.0013,0.4194
0.0,50,0.5,0.0008,0.3351
0.0,50,0.5,0.0008,0.3375
0.0,50,0.5,0.0008,0.34
0.0,50,0.5,0.0011,0.3321
0.0,50,0.5,0.0012,0.2723
0.0,50,0.5,0.0007,0.2908
0.0,50,0.5,0.0012,0.4093
0.0,50,0.5,0.0009,0.366
0.0,50,0.5,0.0004,0.3456
0.0,50,0.5,0.001,0.4025
0.0,50,0.5,0.0019,0.2995
0.0,50,0.5,0.001,0.3121
0.0,50,0.5,0.0006,0.2799
0.0,50,0.5,0.0008,0.3673
0.0,50,0.5,0.0013,0.3703
0.0,50,0.5,0.0007,0.3283
0.0,50,0.5,0.0004,0.3202
0.0,50,0.5,0.0008,0.2562
0.0,50,0.5,0.0019,0.369
0.0,50,0.5,0.0009,0.3295
0.0,50,0.5,0.0016,0.3496
0.0,50,0.5,0.0005,0.2785
0.0,50,0.5,0.0013,0.3173
0.0,50,0.5,0.0011,0.2961
0.0,50,0.5,0.0012,0.3701
0.0,50,0.5,0.0005,0.3027
0.0,50,0.5,0.0004,0.4551
0.0,50,0.5,0.001,0.4229
0.0,50,0.5,0.0005,0.3207
0.0,50,0.5,0.0005,0.295
0.0,50,0.5,0.0018,0.2889
0.0,50,0.5,0.002,0.2678
0.0,50,0.5,0.0012,0.4126
0.0,50,0.5,0.0008,0.3356
0.0,50,0.5,0.0012,0.329
0.0,50,0.5,0.0009,0.3987
0.0,50,0.5,0.0007,0.3039
0.0,50,0.5,0.0008,0.3391
0.0,50,0.5,0.001,0.3703
0.0,50,0.5,0.0007,0.2432
0.0,50,0.5,0.0016,0.3146
0.0,50,0.5,0.0005,0.3308
0.0,50,0.5,0.0007,0.319
0.0,50,0.5,0.0018,0.358
0.0,50,0.5,0.0008,0.381
0.0,50,0.5,0.0009,0.3587
0.0,50,0.5,0.0012,0.3873
0.0,50,0.5,0.0008,0.3281
0.0,50,0.5,0.001,0.2942
0.0,50,0.5,0.0013,0.3337
0.0,50,0.5,0.0008,0.2979
0.0,50,0.5,0.0005,0.3261
0.0,50,0.5,0.0012,0.3559
0.0,50,0.5,0.0009,0.4326
0.0,50,0.5,0.0019,0.2988
0.0,50,0.5,0.0015,0.4098
0.0,50,0.5,0.0007,0.335
0.0,50,0.5,0.0011,0.3835
0.0,50,0.5,0.0005,0.3335
0.0,50,0.5,0.0008,0.3593
0.0,50,0.5,0.001,0.3203
0.0,50,0.5,0.0009,0.2763
0.0,50,0.5,0.0018,0.337
0.0,50,0.5,0.0011,0.2508
0.0,50,0.5,0.001,0.3031
0.0,50,0.5,0.0005,0.3272
0.0,50,0.5,0.0013,0.319
0.0,50,0.5,0.001,0.4084
0.0,50,0.5,0.0005,0.3609
0.0,50,0.5,0.001,0.3588
0.0,50,0.5,0.0005,0.3283
0.0,50,0.5,0.0007,0.3182
0.0,50,0.5,0.0015,0.3471
0.0,50,0.5,0.0015,0.2801
0.0,50,0.5,0.0007,0.322
0.0,50,0.5,0.0007,0.3213
0.0,50,0.5,0.0015,0.3212
0.0,50,0.5,0.0001,0.3489
0.0,50,0.5,0.0002,0.425
0.0,50,0.5,0.0008,0.3389
0.0,50,0.5,0.0009,0.3255
0.0,50,0.5,0.0016,0.3343
0.0,50,0.5,0.0011,0.2938
0.0,50,0.5,0.0012,0.2794
0.0,50,0.5,0.0011,0.4184
0.0,50,0.5,0.0007,0.3418
0.0,50,0.5,0.0004,0.3561
0.0,50,0.5,0.0011,0.4248
0.0,50,0.5,0.0016,0.3138
0.0,50,0.5,0.0013,0.3445
0.0,50,0.5,0.0017,0.3871
0.0,50,0.5,0.001,0.3547
0.0,50,0.5,0.0013,0.3326
0.0,50,0.5,0.001,0.3243
0.0,50,0.5,0.0011,0.3432
0.0,50,0.5,0.0015,0.3164
0.0,50,0.5,0.0014,0.2847
0.0,50,0.5,0.0009,0.2651
0.0,50,0.5,0.0007,0.3869
0.0,50,0.5,0.0011,0.3283
0.0,50,0.5,0.0012,0.3029
0.0,50,0.5,0.0006,0.3973
0.0,50,0.5,0.0014,0.3809
0.0,50,0.5,0.0011,0.2958
0.0,50,0.5,0.0009,0.3996
0.0,50,0.5,0.0018,0.3587
0.0,50,0.5,0.0009,0.3716
0.0,50,0.5,0.0007,0.2897
0.0,50,0.5,0.0008,0.336
0.0,50,0.5,0.0011,0.3546
0.0,50,0.5,0.0004,0.4056
0.0,50,0.5,0.0011,0.3311
0.0,50,0.5,0.0012,0.403
0.0,50,0.5,0.0013,0.3316
0.0,50,0.5,0.0014,0.352
0.0,50,0.5,0.0006,0.3484
0.0,50,0.5,0.0015,0.3354
0.0,50,0.5,0.0007,0.3383
0.0,50,0.5,0.0009,0.2938
0.0,50,0.5,0.0022,0.3502
0.0,50,0.5,0.0007,0.3432
0.0,50,0.5,0.0013,0.2858
0.0,50,0.5,0.0008,0.3264
0.0,50,0.5,0.0009,0.3399
0.0,50,0.5,0.0013,0.3285
0.0,50,0.5,0.0006,0.3812
0.0,50,0.5,0.0011,0.3557
0.0,50,0.5,0.0008,0.3163
0.0,50,0.5,0.0012,0.3476
0.0,50,0.5,0.0009,0.3579
0.0,50,0.5,0.001,0.3908
0.0,50,0.5,0.0012,0.3456
0.0,50,0.5,0.0012,0.3292
0.0,50,0.5,0.0011,0.347
0.0,50,0.5,0.0013,0.3142
0.0,50,0.5,0.0008,0.3286
0.0,50,0.5,0.0012,0.3745
0.0,50,0.5,0.0007,0.3273
0.0,50,0.5,0.0007,0.2463
0.0,50,0.5,0.0008,0.4154
0.0,50,0.5,0.0005,0.4192
0.0,50,0.5,0.0015,0.3356
0.0,50,0.5,0.0011,0.3242
0.0,50,0.5,0.0009,0.249
0.0,50,0.5,0.0012,0.4009
0.0,50,0.5,0.0012,0.3831
0.0,50,0.5,0.001,0.3168
0.0,50,0.5,0.0007,0.3847
0.0,50,0.5,0.0011,0.3424
0.0,50,0.5,0.0006,0.3991
0.0,50,0.5,0.0012,0.3925
0.0,50,0.5,0.001,0.3251
0.0,50,0.5,0.0011,0.3475
0.0,50,0.5,0.0008,0.2728
0.0,50,0.5,0.001,0.3008
0.0,50,0.5,0.0013,0.3535
0.0,50,0.5,0.0009,0.3442
0.0,50,0.5,0.0007,0.3295
0.0,50,0.5,0.0007,0.3675
0.0,50,0.5,0.0012,0.3533
0.0,50,0.5,0.0008,0.3788
0.0,50,0.5,0.001,0.2781
0.0,50,0.5,0.001,0.3485
0.0,50,0.5,0.0006,0.3159
0.0,50,0.5,0.0016,0.3728
0.0,50,0.5,0.0015,0.3708
0.0,50,0.5,0.0004,0.308
0.0,50,0.5,0.0009,0.3105
0.0,50,0.5,0.0007,0.3038
0.0,50,0.5,0.001,0.2716
0.0,50,0.5,0.0011,0.3482
0.0,50,0.5,0.001,0.3693
0.0,50,0.5,0.0017,0.3463
0.0,50,0.5,0.0008,0.3644
0.0,50,0.5,0.0009,0.3526
0.0,50,0.5,0.0009,0.3426
0.0,50,0.5,0.0007,0.2417
0.0,50,0.5,0.0003,0.3176
0.0,50,0.5,0.0011,0.385
0.0,50,0.5,0.0002,0.2956
0.0,50,0.5,0.001,0.3051
0.0,50,0.5,0.0012,0.2675
0.0,50,0.5,0.0011,0.3572
0.0,50,0.5,0.0007,0.2709
0.0,50,0.5,0.0013,0.2939
0.0,50,0.5,0.0015,0.3545
0.0,50,0.5,0.0013,0.3958
0.0,50,0.5,0.0009,0.2792
0.0,50,0.5,0.001,0.28
0.0,50,0.5,0.0012,0.305
0.0,50,0.5,0.0007,0.3944
0.0,50,0.5,0.0011,0.2954
0.0,50,0.5,0.0009,0.3535
0.0,50,0.5,0.0012,0.3329
0.0,50,0.5,0.0011,0.29
0.0,50,0.5,0.0013,0.3064
0.0,50,0.5,0.0013,0.3303
0.0,50,0.5,0.0013,0.3354
0.0,50,0.5,0.0011,0.2574
0.0,50,0.5,0.0027,0.3763
0.0,50,0.5,0.0007,0.3214
0.0,50,0.5,0.001,0.3903
0.0,50,0.5,0.0008,0.2704
0.0,50,0.5,0.0015,0.2865
0.0,50,0.5,0.001,0.3591
0.0,50,0.5,0.0009,0.4024
0.0,50,0.5,0.0015,0.3271
0.0,50,0.5,0.0009,0.3497
0.0,50,0.5,0.0001,0.3077
0.0,50,0.5,0.0015,0.2904
0.0,50,0.5,0.0009,0.3039
0.0,50,0.5,0.0007,0.3471
0.0,50,0.5,0.0012,0.297
0.0,50,0.5,0.0012,0.3459
0.0,50,0.5,0.0008,0.3372
0.0,50,0.5,0.0006,0.371
0.0,50,0.5,0.0018,0.3351
0.0,50,0.5,0.0009,0.3869
0.0,50,0.5,0.0011,0.3506
0.0,50,0.5,0.001,0.2708
0.0,50,0.5,0.0014,0.3214
0.0,50,0.5,0.0006,0.3558
0.0,50,0.5,0.0011,0.3808
0.0,50,0.5,0.0019,0.3268
0.0,50,0.5,0.0003,0.2709
0.0,50,0.5,0.0014,0.3766
0.0,50,0.5,0.0017,0.2899
0.0,50,0.5,0.0016,0.3154
0.0,50,0.5,0.0014,0.3754
0.0,50,0.5,0.0009,0.3666
0.0,50,0.5,0.0009,0.3934
0.0,50,0.5,0.0015,0.3268
0.0,50,0.5,0.0012,0.3033
0.0,50,0.5,0.0014,0.3647
0.0,50,0.5,0.0014,0.2801
0.0,50,0.5,0.0011,0.3206
0.0,50,0.5,0.0014,0.3456
0.0,50,0.5,0.001,0.4046
0.0,50,0.5,0.001,0.3396
0.0,50,0.5,0.0009,0.3503
0.0,50,0.5,0.0007,0.2857
0.0,50,0.5,0.001,0.3782
0.0,50,0.5,0.0012,0.4446
0.0,50,0.5,0.0009,0.4216
0.0,50,0.5,0.0003,0.2747
0.0,50,0.5,0.0012,0.3632
0.0,50,0.5,0.0016,0.3961
0.0,50,0.5,0.0012,0.4457
0.0,50,0.5,0.0012,0.3079
0.0,50,0.5,0.0009,0.3373
0.0,50,0.5,0.0016,0.3661
0.0,50,0.5,0.0009,0.3456
0.0,50,0.5,0.0006,0.2972
0.0,50,0.5,0.0012,0.3212
0.0,50,0.5,0.0014,0.335
0.0,50,0.5,0.0017,0.3646
0.0,50,0.5,0.0009,0.3378
0.0,50,0.5,0.0009,0.2997
0.0,50,0.5,0.0008,0.2773
0.0,50,0.5,0.0009,0.3039
0.0,50,0.5,0.001,0.3531
0.0,50,0.5,0.0011,0.3554
0.0,50,0.5,0.0017,0.2898
0.0,50,0.5,0.0005,0.3136
0.0,50,0.5,0.0009,0.3738
0.0,50,0.5,0.0013,0.3616
0.0,50,0.5,0.0013,0.3047
0.0,50,0.5,0.0007,0.3328
0.0,50,0.5,0.0009,0.3927
0.0,50,0.5,0.0015,0.3292
0.0,50,0.5,0.0012,0.3393
0.0,50,0.5,0.0014,0.3623
0.0,50,0.5,0.0009,0.3681
0.0,50,0.5,0.0009,0.3552
0.0,50,0.5,0.002,0.2876
0.0,50,0.5,0.0015,0.3379
0.0,50,0.5,0.001,0.3287
0.0,50,0.5,0.0015,0.3782
0.0,50,0.5,0.0012,0.3616
0.0,50,0.5,0.0012,0.2592
0.0,50,0.5,0.001,0.3459
0.0,50,0.5,0.0005,0.3001
0.0,50,0.5,0.0013,0.26
0.0,50,0.5,0.0008,0.3486
0.0,50,0.5,0.0013,0.3443
0.0,50,0.5,0.0007,0.373
0.0,50,0.5,0.0011,0.3787
0.0,50,0.5,0.0016,0.3583
0.0,50,0.5,0.0013,0.3278
0.0,50,0.5,0.0012,0.2943
0.0,50,0.5,0.001,0.3102
0.0,50,0.5,0.0019,0.3302
0.0,50,0.5,0.0008,0.3888
0.0,50,0.5,0.0015,0.3748
0.0,50,0.5,0.0009,0.3436
0.0,50,0.5,0.0012,0.3245
0.0,50,0.5,0.0019,0.2416
0.0,50,0.5,0.0007,0.2451
0.0,50,0.5,0.0004,0.3811
0.0,50,0.5,0.0007,0.2619
0.0,50,0.5,0.0008,0.2815
0.0,50,0.5,0.0009,0.302
0.0,50,0.5,0.0005,0.3327
0.0,50,0.5,0.0013,0.3232
0.0,50,0.5,0.0006,0.2921
0.0,50,0.5,0.0004,0.3054
0.0,50,0.5,0.0013,0.32
0.0,50,0.5,0.001,0.3109
0.0,50,0.5,0.0009,0.3012
0.0,50,0.5,0.0006,0.3585
0.0,50,0.5,0.0004,0.3976
0.0,50,0.5,0.001,0.3422
0.0,50,0.5,0.0005,0.3237
0.0,50,0.5,0.0006,0.364
0.0,50,0.5,0.0014,0.3153
0.0,50,0.5,0.0011,0.3705
0.0,50,0.5,0.0008,0.2965
0.0,50,0.5,0.0014,0.2099
0.0,50,0.5,0.0007,0.3086
0.0,50,0.5,0.0004,0.2985
0.0,50,0.5,0.0011,0.3645
0.0,50,0.5,0.001,0.3485
0.0,50,0.5,0.0004,0.3581
0.0,50,0.5,0.0006,0.374
0.0,50,0.5,0.0014,0.3728
0.0,50,0.5,0.0014,0.3846
0.0,50,0.5,0.0019,0.311
0.0,50,0.5,0.0015,0.3818
0.0,50,0.5,0.0008,0.3269
0.0,50,0.5,0.0008,0.3998
0.0,50,0.5,0.0015,0.328
0.0,50,0.5,0.0007,0.2813
0.0,50,0.5,0.0015,0.3048
0.0,50,0.5,0.0007,0.3618
0.0,50,0.5,0.001,0.3453
0.0,50,0.5,0.0007,0.4112
0.0,50,0.5,0.0015,0.3256
0.0,50,0.5,0.0009,0.2942
0.0,50,0.5,0.0013,0.3737
0.0,50,0.5,0.0006,0.3796
0.0,50,0.5,0.0012,0.3605
0.0,50,0.5,0.0021,0.3612
0.0,50,0.5,0.0011,0.329
0.0,50,0.5,0.0013,0.3162
0.0,50,0.5,0.0009,0.3253
0.0,50,0.5,0.0008,0.345
0.0,50,0.5,0.0009,0.3416
0.0,50,0.5,0.0013,0.347
0.0,50,0.5,0.0008,0.3285
0.0,50,0.5,0.0009,0.3554
0.0,50,0.5,0.0012,0.301
0.0,50,0.5,0.001,0.36
0.0,50,0.5,0.0016,0.3436
0.0,50,0.5,0.0005,0.353
0.0,50,0.5,0.0009,0.3412
0.0,50,0.5,0.0008,0.3521
0.0,50,0.5,0.001,0.3181
0.0,50,0.5,0.001,0.3528
0.0,50,0.5,0.0011,0.3312
0.0,50,0.5,0.0013,0.2964
0.0,50,0.5,0.0019,0.3087
0.0,50,0.5,0.0008,0.3967
0.0,50,0.5,0.0008,0.4262
0.0,50,0.5,0.0006,0.3123
0.0,50,0.5,0.0019,0.3304
0.0,50,0.5,0.0005,0.3374
0.0,50,0.5,0.0008,0.3299
0.0,50,0.5,0.0008,0.3283
0.0,50,0.5,0.0009,0.3342
0.0,50,0.5,0.0016,0.352
0.0,50,0.5,0.001,0.3476
0.0,50,0.5,0.0013,0.2631
0.0,50,0.5,0.001,0.3812
0.0,50,0.5,0.0015,0.2605
0.0,50,0.5,0.002,0.2662
0.0,50,0.5,0.0004,0.3324
0.0,50,0.5,0.0005,0.3397
0.0,50,0.5,0.0006,0.3157
0.0,50,0.5,0.001,0.2906
0.0,50,0.5,0.0005,0.3827
0.0,50,0.5,0.0007,0.3194
0.0,50,0.5,0.0011,0.3691
0.0,50,0.5,0.0012,0.2862
0.0,50,0.5,0.0014,0.3296
0.0,50,0.5,0.0012,0.3057
0.0,50,0.5,0.0011,0.3255
0.0,50,0.5,0.0015,0.3776
0.0,50,0.5,0.0013,0.3578
0.0,50,0.5,0.0009,0.3066
0.0,50,0.5,0.0013,0.2539
0.0,50,0.5,0.0013,0.416
0.0,50,0.5,0.0004,0.3323
0.0,50,0.5,0.0007,0.3473
0.0,50,0.5,0.0005,0.4018
0.0,50,0.5,0.0005,0.3014
0.0,50,0.5,0.0017,0.3743
0.0,50,0.5,0.0003,0.3784
0.0,50,0.5,0.0017,0.3895
0.0,50,0.5,0.0018,0.303
0.0,50,0.5,0.0014,0.3202
0.0,50,0.5,0.0005,0.3027
0.0,50,0.5,0.001,0.34
0.0,50,0.5,0.0006,0.3367
0.0,50,0.5,0.0011,0.3037
0.0,50,0.5,0.0011,0.2943
0.0,50,0.5,0.0009,0.2655
0.0,50,0.5,0.0008,0.3265
0.0,50,0.5,0.0011,0.3139
0.0,50,0.5,0.0001,0.3678
0.0,50,0.5,0.0008,0.3751
0.0,50,0.5,0.001,0.2814
0.0,50,0.5,0.0008,0.3533
0.0,50,0.5,0.0007,0.3508
0.0,50,0.5,0.0014,0.3656
0.0,50,0.5,0.0014,0.3324
0.0,50,0.5,0.0005,0.2956
0.0,50,0.5,0.0003,0.3237
0.0,50,0.5,0.0002,0.3331
0.0,50,0.5,0.0013,0.3522
0.0,50,0.5,0.0008,0.318
0.0,50,0.5,0.001,0.2898
0.0,50,0.5,0.0007,0.318
0.0,50,0.5,0.0016,0.3016
0.0,50,0.5,0.0013,0.2826
0.0,50,0.5,0.0011,0.2952
0.0,50,0.5,0.0005,0.3609
0.0,50,0.5,0.0011,0.2718
0.0,50,0.5,0.001,0.3407
0.0,50,0.5,0.0008,0.3805
0.0,50,0.5,0.001,0.3159
0.0,50,0.5,0.001,0.3339
0.0,50,0.5,0.0012,0.3477
0.0,50,0.5,0.0005,0.3471
0.0,50,0.5,0.001,0.2448
0.0,50,0.5,0.0015,0.4422
0.0,50,0.5,0.0008,0.3715
0.0,50,0.5,0.0003,0.3486
0.0,50,0.5,0.0009,0.3449
0.0,50,0.5,0.0014,0.3348
0.0,50,0.5,0.0008,0.2922
0.0,50,0.5,0.001,0.3107
0.0,50,0.5,0.001,0.3194
0.0,50,0.5,0.0011,0.3495
0.0,50,0.5,0.0016,0.2488
0.0,50,0.5,0.0006,0.3253
0.0,50,0.5,0.0003,0.3154
0.0,50,0.5,0.0013,0.3172
0.0,50,0.5,0.0009,0.2798
0.0,50,0.5,0.0011,0.3638
0.0,50,0.5,0.0005,0.3319
0.0,50,0.5,0.0009,0.3242
0.0,50,0.5,0.0011,0.289
0.0,50,0.5,0.0009,0.2891
0.0,50,0.5,0.0015,0.3262
0.0,50,0.5,0.0011,0.3185
0.0,50,0.5,0.001,0.3358
0.0,50,0.5,0.0016,0.3383
0.0,50,0.5,0.0007,0.3279
0.0,50,0.5,0.0007,0.3536
0.0,50,0.5,0.0007,0.3366
0.0,50,0.5,0.0011,0.3465
0.0,50,0.5,0.0011,0.3837
0.0,50,0.5,0.0014,0.3384
0.0,50,0.5,0.001,0.3637
0.0,50,0.5,0.0011,0.3418
0.0,50,0.5,0.0007,0.3919
0.0,50,0.5,0.0007,0.3341
0.0,50,0.5,0.0012,0.3746
0.0,50,0.5,0.0012,0.3556
0.0,50,0.5,0.0014,0.2652
0.0,50,0.5,0.0014,0.3554
0.0,50,0.5,0.0007,0.3556
0.0,50,0.5,0.0004,0.2584
0.0,50,0.5,0.0007,0.342
0.0,50,0.5,0.0007,0.3451
0.0,50,0.5,0.0012,0.3485
0.0,50,0.5,0.001,0.3262
0.0,50,0.5,0.0007,0.3217
0.0,50,0.5,0.0015,0.3072
0.0,50,0.5,0.0011,0.2944
0.0,50,0.5,0.0009,0.3462
0.0,50,0.5,0.0015,0.2543
0.0,50,0.5,0.0004,0.3547
0.0,50,0.5,0.0012,0.3592
0.0,50,0.5,0.0012,0.3402
0.0,50,0.5,0.0008,0.353
0.0,50,0.5,0.0008,0.3479
0.0,50,0.5,0.0011,0.2921
0.0,50,0.5,0.0012,0.3061
0.0,50,0.5,0.0011,0.3253
0.0,50,0.5,0.0007,0.2714
0.0,50,0.5,0.0016,0.3162
0.0,50,0.5,0.0018,0.295
0.0,50,0.5,0.0011,0.2914
0.0,50,0.5,0.0008,0.2825
0.0,50,0.5,0.0015,0.3365
0.0,50,0.5,0.0011,0.2946
0.0,50,0.5,0.0007,0.3283
0.0,50,0.5,0.001,0.3702
0.0,50,0.5,0.0015,0.3156
0.0,50,0.5,0.0011,0.3336
0.0,50,0.5,0.0007,0.3372
0.0,50,0.5,0.001,0.3605
0.0,50,0.5,0.0011,0.3204
0.0,50,0.5,0.0019,0.3255
0.0,50,0.5,0.0007,0.3731
0.0,50,0.5,0.0002,0.3431
0.0,50,0.5,0.0014,0.3866
0.0,50,0.5,0.0017,0.299
0.0,50,0.5,0.0011,0.3157
0.0,50,0.5,0.0009,0.3668
0.0,50,0.5,0.0009,0.3183
0.0,50,0.5,0.0007,0.3339
0.0,50,0.5,0.001,0.3283
0.0,50,0.5,0.0005,0.4241
0.0,50,0.5,0.0009,0.4
0.0,50,0.5,0.001,0.3816
0.0,50,0.5,0.0018,0.3301
0.0,50,0.5,0.001,0.3368
0.0,50,0.5,0.0015,0.2933
0.0,50,0.5,0.0011,0.4079
0.0,50,0.5,0.0007,0.3745
0.0,50,0.5,0.0011,0.3562
0.0,50,0.5,0.0013,0.3496
0.0,50,0.5,0.0008,0.3923
0.0,50,0.5,0.0003,0.3439
0.0,50,0.5,0.0011,0.292
0.0,50,0.5,0.0004,0.3199
0.0,50,0.5,0.001,0.3212
0.0,50,0.5,0.0007,0.3515
0.0,50,0.5,0.0012,0.2545
0.0,50,0.5,0.0011,0.3388
0.0,50,0.5,0.0007,0.2985
0.0,50,0.5,0.001,0.3501
0.0,50,0.5,0.0017,0.3606
0.0,50,0.5,0.0013,0.3389
0.0,50,0.5,0.0008,0.3444
0.0,50,0.5,0.0006,0.3559
0.0,50,0.5,0.0005,0.3301
0.0,50,0.5,0.0004,0.3873
0.0,50,0.5,0.0011,0.2679
0.0,50,0.5,0.0005,0.3688
0.0,50,0.5,0.0013,0.337
0.0,50,0.5,0.0014,0.3112
0.0,50,0.5,0.0007,0.3117
0.0,50,0.5,0.0012,0.3339
0.0,50,0.5,0.0015,0.3217
0.0,50,0.5,0.0012,0.3448
0.0,50,0.5,0.0008,0.3243
0.0,50,0.5,0.0009,0.2535
0.0,50,0.5,0.0007,0.3195
0.0,50,0.5,0.001,0.2994
0.0,50,0.5,0.0007,0.3769
0.0,50,0.5,0.0009,0.2936
0.0,50,0.5,0.0017,0.3022
0.0,50,0.5,0.0012,0.2905
0.0,50,0.5,0.0014,0.362
0.0,50,0.5,0.001,0.3086
0.0,50,0.5,0.0006,0.4143
0.0,50,0.5,0.0005,0.3775
0.0,50,0.5,0.0007,0.294
0.0,50,0.5,0.0007,0.3142
0.0,50,0.5,0.0007,0.3087
0.0,50,0.5,0.0008,0.3137
0.0,50,0.5,0.0007,0.3344
0.0,50,0.5,0.0004,0.3796
0.0,50,0.5,0.0009,0.3597
0.0,50,0.5,0.0007,0.253
0.0,50,0.5,0.001,0.3409
0.0,50,0.5,0.0011,0.3361
0.0,50,0.5,0.0012,0.373
0.0,50,0.5,0.0013,0.2665
0.0,50,0.5,0.0012,0.3081
0.0,50,0.5,0.0012,0.3611
0.0,50,0.5,0.0014,0.2639
0.0,50,0.5,0.001,0.3147
0.0,50,0.5,0.0007,0.3016
0.0,50,0.5,0.0008,0.3501
0.0,50,0.5,0.0012,0.3169
0.0,50,0.5,0.0017,0.2892
0.0,50,0.5,0.0009,0.3344
0.0,50,0.5,0.001,0.3089
0.0,50,0.5,0.0011,0.317
0.0,50,0.5,0.0015,0.3526
0.0,50,0.5,0.0006,0.2541
0.0,50,0.5,0.0007,0.3026
0.0,50,0.5,0.0011,0.2687
0.0,50,0.5,0.0012,0.4036
0.0,50,0.5,0.0008,0.3288
0.0,50,0.5,0.0006,0.3548
0.0,50,0.5,0.0008,0.3487
0.0,50,0.5,0.0005,0.3102
0.0,50,0.5,0.0007,0.356
0.0,50,0.5,0.002,0.3222
0.0,50,0.5,0.0012,0.3237
0.0,50,0.5,0.0012,0.3262
0.0,50,0.5,0.001,0.3015
0.0,50,0.5,0.0008,0.3368
0.0,50,0.5,0.0009,0.3495
0.0,50,0.5,0.0014,0.2697
0.0,50,0.5,0.0013,0.3009
0.0,50,0.5,0.0017,0.4178
0.0,50,0.5,0.0014,0.3287
0.0,50,0.5,0.0015,0.3218
0.0,50,0.5,0.0007,0.349
0.0,50,0.5,0.001,0.3454
0.0,50,0.5,0.0013,0.2708
0.0,50,0.5,0.0002,0.3971
0.0,50,0.5,0.0013,0.388
0.0,50,0.5,0.0012,0.317
0.0,50,0.5,0.0013,0.2531
0.0,50,0.5,0.0011,0.2518
0.0,50,0.5,0.0006,0.2969
0.0,50,0.5,0.0005,0.2949
0.0,50,0.5,0.0012,0.3497
0.0,50,0.5,0.001,0.3188
0.0,50,0.5,0.0007,0.338
0.0,50,0.5,0.0009,0.3468
0.0,50,0.5,0.0005,0.2754
0.0,50,0.5,0.0012,0.2619
0.0,50,0.5,0.0011,0.3944
0.0,50,0.5,0.001,0.344
0.0,50,0.5,0.0016,0.2852
0.0,50,0.5,0.0007,0.2971
0.0,50,0.5,0.0015,0.3399
0.0,50,0.5,0.001,0.2939
0.0,50,0.5,0.001,0.2868
0.0,50,0.5,0.0008,0.4281
0.0,50,0.5,0.0006,0.3042
0.0,50,0.5,0.0009,0.3522
0.0,50,0.5,0.0008,0.3232
0.0,50,0.5,0.0015,0.3325
0.0,50,0.5,0.0014,0.3579
0.0,50,0.5,0.0015,0.281
0.0,50,0.5,0.0009,0.3398
0.0,50,0.5,0.001,0.2877
0.0,50,0.5,0.0008,0.3438
0.0,50,0.5,0.0017,0.3101
0.0,50,0.5,0.0002,0.2849
0.0,50,0.5,0.0011,0.2727
0.0,50,0.5,0.0015,0.2814
0.0,50,0.5,0.0004,0.3133
0.0,50,0.5,0.0013,0.3335
0.0,50,0.5,0.0007,0.3547
0.0,50,0.5,0.0008,0.3649
0.0,50,0.5,0.0009,0.3304
0.0,50,0.5,0.001,0.3665
0.0,50,0.5,0.0008,0.3564
0.0,50,0.5,0.001,0.2652
0.0,50,0.5,0.0007,0.3242
0.0,50,0.5,0.0007,0.3349
0.0,50,0.5,0.0015,0.2902
0.0,50,0.5,0.0014,0.3116
0.0,50,0.5,0.0005,0.339
0.0,50,0.5,0.001,0.2768
0.0,50,0.5,0.001,0.3608
0.0,50,0.5,0.0016,0.3039
0.0,50,0.5,0.0009,0.337
0.0,50,0.5,0.0015,0.3035
0.0,50,0.5,0.002,0.4564
0.0,50,0.5,0.001,0.3617
0.0,50,0.5,0.0014,0.3017
0.0,50,0.5,0.0007,0.345
0.0,50,0.5,0.0004,0.3265
0.0,50,0.5,0.0005,0.3997
0.0,50,0.5,0.0014,0.3677
0.0,50,0.5,0.0006,0.3285
0.0,50,0.5,0.0009,0.3293
0.0,50,0.5,0.0009,0.265
0.0,50,0.5,0.0006,0.2974
0.0,50,0.5,0.0017,0.3147
0.0,50,0.5,0.0014,0.3254
0.0,50,0.5,0.0014,0.4669
0.0,50,0.5,0.0015,0.2859
0.0,50,0.5,0.0014,0.2922
0.0,50,0.5,0.0009,0.3682
0.0,50,0.5,0.0005,0.334
