SNR,window,p,MD_x,FAR_x
0.0,50,0.5,0.0007,0.3148
0.0,50,0.5,0.0007,0.3293
0.0,50,0.5,0.0005,0.3255
0.0,50,0.5,0.0008,0.3421
0.0,50,0.5,0.0008,0.3458
0.0,50,0.5,0.0017,0.3339
0.0,50,0.5,0.0016,0.3182
0.0,50,0.5,0.0012,0.284
0.0,50,0.5,0.0011,0.3241
0.0,50,0.5,0.002,0.33
0.0,50,0.5,0.0009,0.3732
0.0,50,0.5,0.0009,0.2593
0.0,50,0.5,0.0011,0.3218
0.0,50,0.5,0.0008,0.3422
0.0,50,0.5,0.0013,0.4166
0.0,50,0.5,0.0017,0.2649
0.0,50,0.5,0.001,0.3059
0.0,50,0.5,0.0017,0.3937
0.0,50,0.5,0.0017,0.377
0.0,50,0.5,0.0005,0.324
0.0,50,0.5,0.0013,0.4037
0.0,50,0.5,0.0006,0.3725
0.0,50,0.5,0.0004,0.2858
0.0,50,0.5,0.0014,0.2546
0.0,50,0.5,0.0008,0.3221
0.0,50,0.5,0.0015,0.3207
0.0,50,0.5,0.001,0.3279
0.0,50,0.5,0.0013,0.345
0.0,50,0.5,0.0015,0.3548
0.0,50,0.5,0.0004,0.285
0.0,50,0.5,0.0006,0.3599
0.0,50,0.5,0.0016,0.2637
0.0,50,0.5,0.0011,0.3889
0.0,50,0.5,0.0019,0.3104
0.0,50,0.5,0.0011,0.2916
0.0,50,0.5,0.0013,0.3588
0.0,50,0.5,0.0007,0.4043
0.0,50,0.5,0.0007,0.3079
0.0,50,0.5,0.001,0.3968
0.0,50,0.5,0.0006,0.2789
0.0,50,0.5,0.001,0.2372
0.0,50,0.5,0.001,0.3063
0.0,50,0.5,0.0004,0.3489
0.0,50,0.5,0.0014,0.4133
0.0,50,0.5,0.0012,0.3142
0.0,50,0.5,0.0014,0.4141
0.0,50,0.5,0.0014,0.4251
0.0,50,0.5,0.0008,0.3576
0.0,50,0.5,0.001,0.3743
0.0,50,0.5,0.001,0.3452
0.0,50,0.5,0.0007,0.328
0.0,50,0.5,0.0011,0.3409
0.0,50,0.5,0.0003,0.3649
0.0,50,0.5,0.0007,0.301
0.0,50,0.5,0.0013,0.3427
0.0,50,0.5,0.0014,0.3118
0.0,50,0.5,0.0009,0.3238
0.0,50,0.5,0.0014,0.3458
0.0,50,0.5,0.001,0.2991
0.0,50,0.5,0.0015,0.3018
0.0,50,0.5,0.001,0.2697
0.0,50,0.5,0.0009,0.3465
0.0,50,0.5,0.0011,0.3421
0.0,50,0.5,0.0015,0.3003
0.0,50,0.5,0.0008,0.3689
0.0,50,0.5,0.0019,0.3202
0.0,50,0.5,0.0007,0.3719
0.0,50,0.5,0.0006,0.2705
0.0,50,0.5,0.0011,0.3094
0.0,50,0.5,0.0014,0.3193
0.0,50,0.5,0.0008,0.4011
0.0,50,0.5,0.0008,0.3735
0.0,50,0.5,0.0006,0.3755
0.0,50,0.5,0.0016,0.2738
0.0,50,0.5,0.0012,0.2824
0.0,50,0.5,0.0005,0.3729
0.0,50,0.5,0.0017,0.3234
0.0,50,0.5,0.0009,0.353
0.0,50,0.5,0.0008,0.3491
0.0,50,0.5,0.0014,0.4299
0.0,50,0.5,0.0013,0.3244
0.0,50,0.5,0.0009,0.3733
0.0,50,0.5,0.0009,0.3523
0.0,50,0.5,0.001,0.291
0.0,50,0.5,0.0006,0.3944
0.0,50,0.5,0.0011,0.3744
0.0,50,0.5,0.0006,0.3837
0.0,50,0.5,0.0014,0.3527
0.0,50,0.5,0.0002,0.2835
0.0,50,0.5,0.0008,0.3223
0.0,50,0.5,0.0011,0.3039
0.0,50,0.5,0.0005,0.3521
0.0,50,0.5,0.0012,0.3436
0.0,50,0.5,0.0008,0.2727
0.0,50,0.5,0.001,0.3693
0.0,50,0.5,0.0012,0.2886
0.0,50,0.5,0.001,0.282
0.0,50,0.5,0.0008,0.355
0.0,50,0.5,0.0003,0.3848
0.0,50,0.5,0.0007,0.443
0.0,50,0.5,0.0006,0.2753
0.0,50,0.5,0.0011,0.3854
0.0,50,0.5,0.001,0.3423
0.0,50,0.5,0.0006,0.3173
0.0,50,0.5,0.001,0.3201
0.0,50,0.5,0.0012,0.2846
0.0,50,0.5,0.0005,0.3465
0.0,50,0.5,0.0014,0.3837
0.0,50,0.5,0.0011,0.3379
0.0,50,0.5,0.0012,0.3319
0.0,50,0.5,0.0008,0.3327
0.0,50,0.5,0.0015,0.2189
0.0,50,0.5,0.0012,0.3849
0.0,50,0.5,0.0007,0.3885
0.0,50,0.5,0.0014,0.2842
0.0,50,0.5,0.0008,0.3421
0.0,50,0.5,0.0007,0.3399
0.0,50,0.5,0.0009,0.3864
0.0,50,0.5,0.001,0.3159
0.0,50,0.5,0.0012,0.406
0.0,50,0.5,0.0004,0.284
0.0,50,0.5,0.0009,0.371
0.0,50,0.5,0.0012,0.3684
0.0,50,0.5,0.0011,0.3724
0.0,50,0.5,0.0007,0.3237
0.0,50,0.5,0.0012,0.3332
0.0,50,0.5,0.0016,0.408
0.0,50,0.5,0.0012,0.2876
0.0,50,0.5,0.0005,0.2703
0.0,50,0.5,0.0007,0.3691
0.0,50,0.5,0.0008,0.3654
0.0,50,0.5,0.0006,0.2882
0.0,50,0.5,0.0007,0.2903
0.0,50,0.5,0.0004,0.2305
0.0,50,0.5,0.0014,0.2505
0.0,50,0.5,0.0006,0.3472
0.0,50,0.5,0.0007,0.3538
0.0,50,0.5,0.0019,0.4281
0.0,50,0.5,0.0007,0.3665
0.0,50,0.5,0.0011,0.3906
0.0,50,0.5,0.0015,0.2889
0.0,50,0.5,0.001,0.3348
0.0,50,0.5,0.001,0.301
0.0,50,0.5,0.0013,0.3662
0.0,50,0.5,0.0013,0.3717
0.0,50,0.5,0.0004,0.3481
0.0,50,0.5,0.0009,0.3722
0.0,50,0.5,0.0012,0.2303
0.0,50,0.5,0.0016,0.3405
0.0,50,0.5,0.0014,0.3396
0.0,50,0.5,0.0012,0.3264
0.0,50,0.5,0.0012,0.3251
0.0,50,0.5,0.001,0.4096
0.0,50,0.5,0.0008,0.3417
0.0,50,0.5,0.0016,0.3214
0.0,50,0.5,0.0014,0.365
0.0,50,0.5,0.0008,0.3071
0.0,50,0.5,0.0011,0.3723
0.0,50,0.5,0.0011,0.3192
0.0,50,0.5,0.0005,0.3651
0.0,50,0.5,0.0012,0.4062
0.0,50,0.5,0.0014,0.2899
0.0,50,0.5,0.0004,0.4442
0.0,50,0.5,0.0008,0.2895
0.0,50,0.5,0.001,0.2551
0.0,50,0.5,0.0013,0.3541
0.0,50,0.5,0.0008,0.336
0.0,50,0.5,0.0011,0.3751
0.0,50,0.5,0.0009,0.2957
0.0,50,0.5,0.0007,0.4108
0.0,50,0.5,0.0008,0.3599
0.0,50,0.5,0.0008,0.3367
0.0,50,0.5,0.001,0.3022
0.0,50,0.5,0.0016,0.3256
0.0,50,0.5,0.0015,0.4065
0.0,50,0.5,0.0013,0.3583
0.0,50,0.5,0.0005,0.3918
0.0,50,0.5,0.0005,0.2666
0.0,50,0.5,0.0018,0.3497
0.0,50,0.5,0.0005,0.396
0.0,50,0.5,0.0014,0.2776
0.0,50,0.5,0.0019,0.2881
0.0,50,0.5,0.0014,0.336
0.0,50,0.5,0.0014,0.2282
0.0,50,0.5,0.0013,0.3446
0.0,50,0.5,0.0017,0.3021
0.0,50,0.5,0.0012,0.2519
0.0,50,0.5,0.0014,0.3667
0.0,50,0.5,0.001,0.3004
0.0,50,0.5,0.0001,0.3456
0.0,50,0.5,0.0011,0.3685
0.0,50,0.5,0.0008,0.3052
0.0,50,0.5,0.0013,0.3606
0.0,50,0.5,0.0011,0.3195
0.0,50,0.5,0.001,0.2765
0.0,50,0.5,0.0011,0.3111
0.0,50,0.5,0.0007,0.4227
0.0,50,0.5,0.0015,0.262
0.0,50,0.5,0.0007,0.4036
0.0,50,0.5,0.0004,0.3042
0.0,50,0.5,0.0007,0.3431
0.0,50,0.5,0.0013,0.3227
0.0,50,0.5,0.0012,0.2915
0.0,50,0.5,0.0012,0.3467
0.0,50,0.5,0.0018,0.3413
0.0,50,0.5,0.0006,0.3743
0.0,50,0.5,0.0018,0.3321
0.0,50,0.5,0.001,0.3022
0.0,50,0.5,0.0008,0.3184
0.0,50,0.5,0.0012,0.271
0.0,50,0.5,0.0009,0.3748
0.0,50,0.5,0.0012,0.3355
0.0,50,0.5,0.0009,0.3972
0.0,50,0.5,0.0008,0.3335
0.0,50,0.5,0.0006,0.3712
0.0,50,0.5,0.0017,0.4269
0.0,50,0.5,0.0011,0.3544
0.0,50,0.5,0.0014,0.3073
0.0,50,0.5,0.0009,0.2894
0.0,50,0.5,0.0013,0.3502
0.0,50,0.5,0.0017,0.3035
0.0,50,0.5,0.001,0.3299
0.0,50,0.5,0.0015,0.3486
0.0,50,0.5,0.0009,0.3634
0.0,50,0.5,0.0017,0.2965
0.0,50,0.5,0.0008,0.3189
0.0,50,0.5,0.0006,0.3263
0.0,50,0.5,0.0006,0.3493
0.0,50,0.5,0.0006,0.3514
0.0,50,0.5,0.0012,0.3368
0.0,50,0.5,0.0007,0.3799
0.0,50,0.5,0.0009,0.2764
0.0,50,0.5,0.0006,0.3865
0.0,50,0.5,0.0003,0.393
0.0,50,0.5,0.0016,0.2455
0.0,50,0.5,0.0012,0.3456
0.0,50,0.5,0.0015,0.3082
0.0,50,0.5,0.001,0.3355
0.0,50,0.5,0.0008,0.417
0.0,50,0.5,0.0017,0.3365
0.0,50,0.5,0.0012,0.2801
0.0,50,0.5,0.0007,0.3569
0.0,50,0.5,0.0014,0.3465
0.0,50,0.5,0.0004,0.3413
0.0,50,0.5,0.0009,0.2546
0.0,50,0.5,0.0008,0.3841
0.0,50,0.5,0.0006,0.3549
0.0,50,0.5,0.0009,0.3054
0.0,50,0.5,0.0007,0.3655
0.0,50,0.5,0.0011,0.3472
0.0,50,0.5,0.0009,0.3908
0.0,50,0.5,0.0016,0.2752
0.0,50,0.5,0.0013,0.3042
0.0,50,0.5,0.0014,0.3162
0.0,50,0.5,0.0013,0.3286
0.0,50,0.5,0.001,0.3567
0.0,50,0.5,0.0011,0.3472
0.0,50,0.5,0.0006,0.3126
0.0,50,0.5,0.0008,0.3288
0.0,50,0.5,0.0004,0.3014
0.0,50,0.5,0.0011,0.3519
0.0,50,0.5,0.0014,0.2785
0.0,50,0.5,0.0012,0.3987
0.0,50,0.5,0.0012,0.2937
0.0,50,0.5,0.0017,0.2487
0.0,50,0.5,0.0007,0.2764
0.0,50,0.5,0.0004,0.2745
0.0,50,0.5,0.0007,0.3251
0.0,50,0.5,0.0008,0.3238
0.0,50,0.5,0.0012,0.381
0.0,50,0.5,0.0012,0.3301
0.0,50,0.5,0.0013,0.3184
0.0,50,0.5,0.0009,0.3481
0.0,50,0.5,0.0015,0.3984
0.0,50,0.5,0.0008,0.3197
0.0,50,0.5,0.0017,0.3216
0.0,50,0.5,0.0009,0.3626
0.0,50,0.5,0.001,0.3549
0.0,50,0.5,0.0006,0.2808
0.0,50,0.5,0.0011,0.3054
0.0,50,0.5,0.0024,0.3784
0.0,50,0.5,0.0012,0.3637
0.0,50,0.5,0.0017,0.2574
0.0,50,0.5,0.0015,0.3479
0.0,50,0.5,0.0005,0.3312
0.0,50,0.5,0.0005,0.3721
0.0,50,0.5,0.0008,0.408
0.0,50,0.5,0.0009,0.356
0.0,50,0.5,0.0013,0.2649
0.0,50,0.5,0.0012,0.334
0.0,50,0.5,0.001,0.2806
0.0,50,0.5,0.0017,0.3807
0.0,50,0.5,0.0006,0.311
0.0,50,0.5,0.0008,0.3492
0.0,50,0.5,0.0006,0.3796
0.0,50,0.5,0.0005,0.3792
0.0,50,0.5,0.0008,0.3546
0.0,50,0.5,0.0012,0.2874
0.0,50,0.5,0.0013,0.3026
0.0,50,0.5,0.0007,0.344
0.0,50,0.5,0.0007,0.3672
0.0,50,0.5,0.0009,0.3541
0.0,50,0.5,0.001,0.3232
0.0,50,0.5,0.0008,0.3377
0.0,50,0.5,0.0015,0.2948
0.0,50,0.5,0.0009,0.3679
0.0,50,0.5,0.0011,0.3215
0.0,50,0.5,0.0006,0.3233
0.0,50,0.5,0.0006,0.4239
0.0,50,0.5,0.0005,0.292
0.0,50,0.5,0.002,0.3138
0.0,50,0.5,0.001,0.3029
0.0,50,0.5,0.0009,0.368
0.0,50,0.5,0.001,0.3555
0.0,50,0.5,0.0017,0.3244
0.0,50,0.5,0.0007,0.396
0.0,50,0.5,0.0007,0.3002
0.0,50,0.5,0.0008,0.421
0.0,50,0.5,0.0009,0.2633
0.0,50,0.5,0.0012,0.3449
0.0,50,0.5,0.0013,0.2751
0.0,50,0.5,0.0006,0.3668
0.0,50,0.5,0.0005,0.3583
0.0,50,0.5,0.0008,0.3731
0.0,50,0.5,0.0011,0.2743
0.0,50,0.5,0.0008,0.3197
0.0,50,0.5,0.0009,0.3282
0.0,50,0.5,0.0005,0.3785
0.0,50,0.5,0.0012,0.3549
0.0,50,0.5,0.0015,0.2497
0.0,50,0.5,0.001,0.3279
0.0,50,0.5,0.0011,0.3391
0.0,50,0.5,0.0012,0.3308
0.0,50,0.5,0.0011,0.2706
0.0,50,0.5,0.0009,0.3369
0.0,50,0.5,0.0022,0.3499
0.0,50,0.5,0.0012,0.2984
0.0,50,0.5,0.0007,0.4367
0.0,50,0.5,0.0011,0.3331
0.0,50,0.5,0.001,0.3511
0.0,50,0.5,0.0009,0.3623
0.0,50,0.5,0.001,0.3025
0.0,50,0.5,0.0008,0.3503
0.0,50,0.5,0.0011,0.3247
0.0,50,0.5,0.0011,0.3884
0.0,50,0.5,0.0016,0.3389
0.0,50,0.5,0.0015,0.355
0.0,50,0.5,0.0011,0.3798
0.0,50,0.5,0.0008,0.2762
0.0,50,0.5,0.0001,0.387
0.0,50,0.5,0.0009,0.3294
0.0,50,0.5,0.0014,0.3446
0.0,50,0.5,0.0008,0.314
0.0,50,0.5,0.0011,0.3843
0.0,50,0.5,0.0009,0.3531
0.0,50,0.5,0.0016,0.3585
0.0,50,0.5,0.0012,0.3103
0.0,50,0.5,0.0006,0.3203
0.0,50,0.5,0.0007,0.3646
0.0,50,0.5,0.0005,0.3198
0.0,50,0.5,0.0019,0.2816
0.0,50,0.5,0.001,0.299
0.0,50,0.5,0.0006,0.3592
0.0,50,0.5,0.0008,0.3675
0.0,50,0.5,0.0009,0.3851
0.0,50,0.5,0.0012,0.3344
0.0,50,0.5,0.0009,0.2791
0.0,50,0.5,0.0009,0.3574
0.0,50,0.5,0.0009,0.3208
0.0,50,0.5,0.001,0.3046
0.0,50,0.5,0.0008,0.3313
0.0,50,0.5,0.0007,0.2938
0.0,50,0.5,0.0008,0.2568
0.0,50,0.5,0.0012,0.3283
0.0,50,0.5,0.0008,0.3217
0.0,50,0.5,0.001,0.3355
0.0,50,0.5,0.0015,0.358
0.0,50,0.5,0.0014,0.3089
0.0,50,0.5,0.001,0.301
0.0,50,0.5,0.0004,0.3814
0.0,50,0.5,0.0019,0.3447
0.0,50,0.5,0.0008,0.3582
0.0,50,0.5,0.0016,0.3184
0.0,50,0.5,0.0009,0.3359
0.0,50,0.5,0.001,0.2784
0.0,50,0.5,0.0007,0.3007
0.0,50,0.5,0.0009,0.3258
0.0,50,0.5,0.0008,0.2786
0.0,50,0.5,0.0012,0.4642
0.0,50,0.5,0.001,0.3054
0.0,50,0.5,0.0009,0.3721
0.0,50,0.5,0.0012,0.3485
0.0,50,0.5,0.0017,0.4069
0.0,50,0.5,0.0016,0.3668
0.0,50,0.5,0.0018,0.3501
0.0,50,0.5,0.0013,0.2793
0.0,50,0.5,0.0011,0.2766
0.0,50,0.5,0.001,0.3796
0.0,50,0.5,0.001,0.3237
0.0,50,0.5,0.0011,0.2768
0.0,50,0.5,0.0006,0.328
0.0,50,0.5,0.0004,0.3622
0.0,50,0.5,0.0009,0.3345
0.0,50,0.5,0.0014,0.3179
0.0,50,0.5,0.0008,0.3566
0.0,50,0.5,0.0008,0.361
0.0,50,0.5,0.0014,0.2592
0.0,50,0.5,0.0005,0.2636
0.0,50,0.5,0.0012,0.3038
0.0,50,0.5,0.0009,0.3622
0.0,50,0.5,0.0012,0.3089
0.0,50,0.5,0.0012,0.351
0.0,50,0.5,0.001,0.3418
0.0,50,0.5,0.0013,0.3312
0.0,50,0.5,0.0011,0.3703
0.0,50,0.5,0.0013,0.3835
0.0,50,0.5,0.001,0.3305
0.0,50,0.5,0.001,0.3354
0.0,50,0.5,0.0016,0.3386
0.0,50,0.5,0.0007,0.372
0.0,50,0.5,0.0006,0.2351
0.0,50,0.5,0.0007,0.3338
0.0,50,0.5,0.0014,0.3121
0.0,50,0.5,0.0008,0.281
0.0,50,0.5,0.0007,0.3009
0.0,50,0.5,0.0005,0.2881
0.0,50,0.5,0.0011,0.3476
0.0,50,0.5,0.0011,0.2965
0.0,50,0.5,0.0008,0.3427
0.0,50,0.5,0.0012,0.3189
0.0,50,0.5,0.0016,0.3576
0.0,50,0.5,0.0013,0.3014
0.0,50,0.5,0.0008,0.2644
0.0,50,0.5,0.001,0.2676
0.0,50,0.5,0.0017,0.4121
0.0,50,0.5,0.0014,0.3804
0.0,50,0.5,0.0007,0.383
0.0,50,0.5,0.0009,0.3626
0.0,50,0.5,0.0007,0.3224
0.0,50,0.5,0.0019,0.2792
0.0,50,0.5,0.0007,0.3686
0.0,50,0.5,0.0008,0.3111
0.0,50,0.5,0.0019,0.3972
0.0,50,0.5,0.0009,0.2606
0.0,50,0.5,0.0013,0.3307
0.0,50,0.5,0.0009,0.2861
0.0,50,0.5,0.0013,0.4109
0.0,50,0.5,0.001,0.3357
0.0,50,0.5,0.0016,0.3348
0.0,50,0.5,0.0007,0.3933
0.0,50,0.5,0.0018,0.3022
0.0,50,0.5,0.0006,0.3492
0.0,50,0.5,0.0008,0.3118
0.0,50,0.5,0.001,0.3757
0.0,50,0.5,0.0007,0.3029
0.0,50,0.5,0.0011,0.3436
0.0,50,0.5,0.0015,0.3183
0.0,50,0.5,0.0005,0.2706
0.0,50,0.5,0.0013,0.2549
0.0,50,0.5,0.0013,0.349
0.0,50,0.5,0.0012,0.3471
0.0,50,0.5,0.0008,0.3565
0.0,50,0.5,0.0009,0.3222
0.0,50,0.5,0.0008,0.3673
0.0,50,0.5,0.0012,0.4203
0.0,50,0.5,0.0008,0.3765
0.0,50,0.5,0.0006,0.3088
0.0,50,0.5,0.0009,0.2886
0.0,50,0.5,0.0013,0.2572
0.0,50,0.5,0.0007,0.2606
0.0,50,0.5,0.0021,0.2867
0.0,50,0.5,0.0009,0.3997
0.0,50,0.5,0.0003,0.3292
0.0,50,0.5,0.0007,0.3292
0.0,50,0.5,0.0012,0.3088
0.0,50,0.5,0.0011,0.2525
0.0,50,0.5,0.0015,0.2923
0.0,50,0.5,0.001,0.4088
0.0,50,0.5,0.0005,0.4003
0.0,50,0.5,0.0012,0.3358
0.0,50,0.5,0.0007,0.3883
0.0,50,0.5,0.001,0.3211
0.0,50,0.5,0.0012,0.2986
0.0,50,0.5,0.0021,0.2789
0.0,50,0.5,0.0008,0.3644
0.0,50,0.5,0.0014,0.3067
0.0,50,0.5,0.0005,0.307
0.0,50,0.5,0.0008,0.3388
0.0,50,0.5,0.0011,0.317
0.0,50,0.5,0.0008,0.3263
0.0,50,0.5,0.0011,0.3049
0.0,50,0.5,0.0008,0.2885
0.0,50,0.5,0.0005,0.2972
0.0,50,0.5,0.0012,0.3707
0.0,50,0.5,0.0008,0.3298
0.0,50,0.5,0.0009,0.3054
0.0,50,0.5,0.0012,0.286
0.0,50,0.5,0.0015,0.3426
0.0,50,0.5,0.0005,0.4363
0.0,50,0.5,0.0006,0.2844
0.0,50,0.5,0.0006,0.3113
0.0,50,0.5,0.0011,0.3256
0.0,50,0.5,0.0019,0.3998
0.0,50,0.5,0.0012,0.3229
0.0,50,0.5,0.0018,0.3165
0.0,50,0.5,0.0012,0.2893
0.0,50,0.5,0.0009,0.284
0.0,50,0.5,0.0011,0.3659
0.0,50,0.5,0.001,0.3088
0.0,50,0.5,0.001,0.3569
0.0,50,0.5,0.0005,0.3129
0.0,50,0.5,0.0012,0.2798
0.0,50,0.5,0.001,0.3466
0.0,50,0.5,0.0013,0.3092
0.0,50,0.5,0.0007,0.33
0.0,50,0.5,0.001,0.404
0.0,50,0.5,0.0013,0.375
0.0,50,0.5,0.0021,0.3525
0.0,50,0.5,0.001,0.3485
0.0,50,0.5,0.0008,0.3319
0.0,50,0.5,0.0005,0.3358
0.0,50,0.5,0.0007,0.2487
0.0,50,0.5,0.0007,0.3441
0.0,50,0.5,0.0009,0.2616
0.0,50,0.5,0.0017,0.2914
0.0,50,0.5,0.0016,0.4346
0.0,50,0.5,0.0014,0.2678
0.0,50,0.5,0.0012,0.3163
0.0,50,0.5,0.0011,0.258
0.0,50,0.5,0.0026,0.3031
0.0,50,0.5,0.0011,0.3426
0.0,50,0.5,0.001,0.2842
0.0,50,0.5,0.0004,0.3715
0.0,50,0.5,0.0009,0.3203
0.0,50,0.5,0.0003,0.3115
0.0,50,0.5,0.0008,0.4048
0.0,50,0.5,0.0007,0.3856
0.0,50,0.5,0.0017,0.2924
0.0,50,0.5,0.001,0.3101
0.0,50,0.5,0.0008,0.3069
0.0,50,0.5,0.001,0.3413
0.0,50,0.5,0.0013,0.3483
0.0,50,0.5,0.0009,0.2751
0.0,50,0.5,0.0006,0.3227
0.0,50,0.5,0.0006,0.3216
0.0,50,0.5,0.0012,0.3357
0.0,50,0.5,0.001,0.3435
0.0,50,0.5,0.0014,0.3933
0.0,50,0.5,0.0012,0.3255
0.0,50,0.5,0.001,0.4461
0.0,50,0.5,0.0015,0.3133
0.0,50,0.5,0.0006,0.2949
0.0,50,0.5,0.0009,0.4031
0.0,50,0.5,0.0013,0.2698
0.0,50,0.5,0.0019,0.2563
0.0,50,0.5,0.0005,0.4354
0.0,50,0.5,0.0009,0.3022
0.0,50,0.5,0.0008,0.3161
0.0,50,0.5,0.0009,0.3159
0.0,50,0.5,0.0011,0.3206
0.0,50,0.5,0.0009,0.3457
0.0,50,0.5,0.0002,0.329
0.0,50,0.5,0.0005,0.2982
0.0,50,0.5,0.0004,0.3067
0.0,50,0.5,0.0006,0.3241
0.0,50,0.5,0.0015,0.3886
0.0,50,0.5,0.0007,0.3693
0.0,50,0.5,0.0011,0.3341
0.0,50,0.5,0.0011,0.2955
0.0,50,0.5,0.0009,0.2994
0.0,50,0.5,0.0009,0.404
0.0,50,0.5,0.001,0.3501
0.0,50,0.5,0.0006,0.3365
0.0,50,0.5,0.0015,0.2707
0.0,50,0.5,0.0017,0.3749
0.0,50,0.5,0.0009,0.3286
0.0,50,0.5,0.0014,0.2489
0.0,50,0.5,0.0009,0.3462
0.0,50,0.5,0.001,0.3369
0.0,50,0.5,0.0012,0.3417
0.0,50,0.5,0.0012,0.3537
0.0,50,0.5,0.0008,0.291
0.0,50,0.5,0.001,0.3415
0.0,50,0.5,0.0011,0.3406
0.0,50,0.5,0.0007,0.3768
0.0,50,0.5,0.001,0.3229
0.0,50,0.5,0.001,0.3302
0.0,50,0.5,0.0006,0.3528
0.0,50,0.5,0.0008,0.4074
0.0,50,0.5,0.0011,0.2943
0.0,50,0.5,0.0006,0.368
0.0,50,0.5,0.0016,0.3107
0.0,50,0.5,0.0012,0.3223
0.0,50,0.5,0.0016,0.3596
0.0,50,0.5,0.0016,0.3276
0.0,50,0.5,0.0016,0.3194
0.0,50,0.5,0.0015,0.3156
0.0,50,0.5,0.0015,0.3522
0.0,50,0.5,0.0004,0.3561
0.0,50,0.5,0.0015,0.3163
0.0,50,0.5,0.0009,0.3334
0.0,50,0.5,0.0007,0.3594
0.0,50,0.5,0.0007,0.3835
0.0,50,0.5,0.0006,0.3675
0.0,50,0.5,0.001,0.2848
0.0,50,0.5,0.0011,0.2575
0.0,50,0.5,0.0004,0.3878
0.0,50,0.5,0.0009,0.31
0.0,50,0.5,0.0007,0.3435
0.0,50,0.5,0.0011,0.3954
0.0,50,0.5,0.0015,0.3268
0.0,50,0.5,0.0015,0.3053
0.0,50,0.5,0.0008,0.401
0.0,50,0.5,0.0013,0.3738
0.0,50,0.5,0.0008,0.3785
0.0,50,0.5,0.0009,0.3391
0.0,50,0.5,0.0009,0.3543
0.0,50,0.5,0.0009,0.4161
0.0,50,0.5,0.001,0.3419
0.0,50,0.5,0.0017,0.2593
0.0,50,0.5,0.0009,0.3275
0.0,50,0.5,0.0014,0.3677
0.0,50,0.5,0.0009,0.3285
0.0,50,0.5,0.0013,0.4339
0.0,50,0.5,0.0012,0.3044
0.0,50,0.5,0.0007,0.3818
0.0,50,0.5,0.0011,0.2626
0.0,50,0.5,0.0007,0.309
0.0,50,0.5,0.0016,0.3406
0.0,50,0.5,0.0006,0.3646
0.0,50,0.5,0.0006,0.2752
0.0,50,0.5,0.0005,0.4077
0.0,50,0.5,0.0011,0.3698
0.0,50,0.5,0.0009,0.4342
0.0,50,0.5,0.0006,0.3834
0.0,50,0.5,0.0011,0.3093
0.0,50,0.5,0.0011,0.3677
0.0,50,0.5,0.001,0.2848
0.0,50,0.5,0.0011,0.2988
0.0,50,0.5,0.0006,0.3257
0.0,50,0.5,0.0003,0.3448
0.0,50,0.5,0.0008,0.2623
0.0,50,0.5,0.0005,0.3232
0.0,50,0.5,0.001,0.3702
0.0,50,0.5,0.0012,0.2819
0.0,50,0.5,0.0019,0.2913
0.0,50,0.5,0.0008,0.3065
0.0,50,0.5,0.0006,0.3361
0.0,50,0.5,0.002,0.2869
0.0,50,0.5,0.0007,0.3383
0.0,50,0.5,0.0007,0.3376
0.0,50,0.5,0.0004,0.3405
0.0,50,0.5,0.0004,0.2926
0.0,50,0.5,0.0014,0.3896
0.0,50,0.5,0.001,0.2998
0.0,50,0.5,0.001,0.3097
0.0,50,0.5,0.0008,0.3613
0.0,50,0.5,0.0011,0.3986
0.0,50,0.5,0.0006,0.3695
0.0,50,0.5,0.001,0.2582
0.0,50,0.5,0.0012,0.3676
0.0,50,0.5,0.001,0.3566
0.0,50,0.5,0.0012,0.3403
0.0,50,0.5,0.001,0.3249
0.0,50,0.5,0.0012,0.2995
0.0,50,0.5,0.0006,0.3422
0.0,50,0.5,0.0015,0.3427
0.0,50,0.5,0.001,0.3032
0.0,50,0.5,0.0008,0.3779
0.0,50,0.5,0.0006,0.335
0.0,50,0.5,0.001,0.3643
0.0,50,0.5,0.001,0.3065
0.0,50,0.5,0.0011,0.3276
0.0,50,0.5,0.0004,0.3273
0.0,50,0.5,0.0015,0.2808
0.0,50,0.5,0.0004,0.295
0.0,50,0.5,0.0012,0.314
0.0,50,0.5,0.0011,0.3465
0.0,50,0.5,0.0012,0.3053
0.0,50,0.5,0.0006,0.2721
0.0,50,0.5,0.0009,0.2795
0.0,50,0.5,0.0016,0.4117
0.0,50,0.5,0.0008,0.347
0.0,50,0.5,0.0006,0.3912
0.0,50,0.5,0.0011,0.3059
0.0,50,0.5,0.001,0.3111
0.0,50,0.5,0.001,0.3844
0.0,50,0.5,0.0012,0.3248
0.0,50,0.5,0.0007,0.2742
0.0,50,0.5,0.0015,0.2606
0.0,50,0.5,0.0007,0.3287
0.0,50,0.5,0.0012,0.3679
0.0,50,0.5,0.0011,0.2985
0.0,50,0.5,0.0012,0.3376
0.0,50,0.5,0.0007,0.315
0.0,50,0.5,0.0006,0.3482
0.0,50,0.5,0.0007,0.3778
0.0,50,0.5,0.0002,0.3422
0.0,50,0.5,0.0012,0.3278
0.0,50,0.5,0.0009,0.3175
0.0,50,0.5,0.0011,0.3763
0.0,50,0.5,0.0008,0.3907
0.0,50,0.5,0.0013,0.3277
0.0,50,0.5,0.0009,0.3446
0.0,50,0.5,0.0011,0.3206
0.0,50,0.5,0.0009,0.2948
