SNR,window,p,emd,MD,FAR
0.0,40,0.5,0.01,0.05202913631633715,0.49323621227887615
0.0,40,0.5,0.001,0.00020078305391024997,0.8486095773516715
0.0,40,0.5,0.0001,0.00019007412891027502,0.912085713428237
0.0,40,0.5,1e-05,5.00020000800032e-06,0.9931717268690747
0.0,40,0.5,1e-06,9.000035100136891e-07,0.9948618799613318
