SNR,window,p,emd,MD,FAR
0.0,100,0.5,0.01,0.005549389567147614,0.17980022197558268
0.0,100,0.5,0.001,0.001615998384001616,0.47116452883547116
0.0,100,0.5,0.0001,8.007927848570084e-05,0.7316142981551736
0.0,100,0.5,1e-05,1.9001900190019003e-05,0.8736913691369137
