SNR,window,p,MD,FAR
0.0,10,0.2,0.0008601548278690164,0.9231661699105839
0.0,20,0.2,0.0010804105560112843,0.6918629079050039
0.0,30,0.2,0.0011206499769866522,0.39072662144043546
0.0,40,0.2,0.0005604371409699565,0.25083565180841055
0.0,50,0.2,0.0018818442073231768,0.11453224159676482
0.0,60,0.2,0.001301535812258465,0.07300614725375944
0.0,70,0.2,0.0011015200977348742,0.060763854118683784
0.0,80,0.2,0.0011418040503996315,0.04559203541595721
0.0,90,0.2,0.0015227104245557092,0.02654725411231993
0.0,100,0.2,0.0013426584637582413,0.03414761227229915
